timestamp,machine_age,operator_experience,shift,material_type,workload,maintenance_score,cooling_efficiency,temperature,vibration,pressure,humidity,power_usage,error_count,noise_level,random_sensor_1,random_sensor_2,defect_status,failure_severity,downtime_minutes
2024-02-28 12:00:00,11.98,6.56,Day,A,78.12,2.95,49.26,70.25,65.76,76.7,56.9,397.68,7,51.82,0.478,1.681,0,No Defect,119.16
2024-02-28 13:00:00,4.97,9.01,Night,A,72.64,6.65,58.4,57.62,52.74,70.51,56.9,341.44,3,53.71,-0.78,0.418,0,No Defect,67.57
2024-02-28 14:00:00,2.31,4.75,Day,A,78.26,9.05,53.13,62.86,38.68,73.23,64.32,384.76,3,36.29,-0.564,4.273,0,No Defect,41.96
2024-02-28 15:00:00,14.01,5.92,Day,B,83.02,5.87,50.7,74.73,70.34,80.27,67.23,381.7,3,61.2,-1.587,4.09,1,Minor,95.05
2024-02-28 16:00:00,6.71,3.69,Day,C,59.11,7.93,62.49,,,65.96,60.89,309.46,5,39.32,0.799,-1.543,0,No Defect,76.95
2024-02-28 17:00:00,7.0,5.55,Day,A,74.49,8.39,57.32,67.32,52.95,69.47,56.72,377.19,2,46.48,-1.532,-1.508,0,No Defect,59.27
2024-02-28 18:00:00,13.31,6.32,Day,A,67.25,3.72,52.92,71.48,71.32,74.23,68.14,338.89,4,64.09,1.628,-2.06,0,No Defect,103.9
2024-02-28 19:00:00,10.22,4.71,Day,C,53.59,4.04,47.7,53.15,48.06,70.31,76.36,286.67,2,38.68,-0.66,-2.166,0,No Defect,74.92
2024-02-28 20:00:00,9.82,0.0,Day,B,80.76,6.69,42.44,71.15,53.7,75.41,44.85,387.65,3,49.91,0.052,-3.566,0,No Defect,53.69
2024-02-28 21:00:00,16.66,5.99,Night,B,61.53,2.32,47.59,71.91,72.91,73.16,66.55,340.69,3,59.7,1.245,1.408,1,Moderate,109.88
2024-02-28 22:00:00,5.43,6.09,Night,A,47.53,6.8,61.17,46.63,27.45,61.44,45.64,258.61,5,20.0,-0.085,-2.002,0,No Defect,65.88
2024-02-28 23:00:00,11.71,2.96,Day,C,61.91,7.3,49.39,64.89,58.22,72.14,58.29,366.14,6,52.73,-0.102,-0.518,0,No Defect,89.92
2024-02-29 00:00:00,8.23,1.15,Day,C,58.02,7.4,56.96,57.92,,67.46,,301.89,0,43.44,0.906,-0.234,0,No Defect,23.98
2024-02-29 01:00:00,9.07,9.43,Day,B,85.43,5.97,40.1,72.2,59.86,77.43,50.89,414.5,1,58.28,-1.038,1.699,0,No Defect,54.76
2024-02-29 02:00:00,14.11,6.47,Night,A,72.3,4.01,41.72,73.27,67.9,73.24,40.72,377.6,8,67.03,-0.5,3.251,0,No Defect,139.21
2024-02-29 03:00:00,10.03,4.31,Day,C,90.74,7.42,47.77,71.2,53.39,81.92,48.11,400.2,5,39.89,0.417,4.69,0,No Defect,84.04
2024-02-29 04:00:00,10.15,1.59,Day,B,60.0,6.76,57.42,57.92,59.05,68.1,40.7,326.46,1,54.28,-0.127,-0.607,0,No Defect,66.35
2024-02-29 05:00:00,12.29,2.53,Day,B,83.11,3.88,48.04,69.03,64.34,84.09,38.89,378.01,5,62.42,-1.552,3.538,0,No Defect,122.38
2024-02-29 06:00:00,6.54,8.91,Night,A,112.59,4.79,45.83,82.52,64.0,87.19,73.1,481.58,0,57.89,-1.077,0.33,0,No Defect,56.59
2024-02-29 07:00:00,4.64,5.41,Day,B,75.34,,58.7,59.03,41.79,71.17,,371.55,2,37.3,1.857,4.343,0,No Defect,42.78
2024-02-29 08:00:00,3.82,3.35,Day,A,82.92,6.83,56.88,59.02,43.93,76.7,44.21,369.76,0,41.97,0.026,2.602,0,No Defect,26.45
2024-02-29 09:00:00,1.0,6.53,Night,A,80.4,10.0,61.63,64.12,30.05,67.52,40.23,384.12,2,32.6,0.191,1.858,0,No Defect,11.08
2024-02-29 10:00:00,16.22,2.56,Day,B,48.67,,45.49,64.02,72.99,71.49,41.27,289.85,7,65.77,0.546,-0.823,0,No Defect,143.32
2024-02-29 11:00:00,3.59,9.5,Night,A,78.79,8.97,51.89,62.93,46.04,73.31,44.2,375.12,3,42.85,1.43,-1.964,0,No Defect,43.53
2024-02-29 12:00:00,7.11,9.06,Day,B,74.6,6.61,49.77,62.11,49.14,73.85,72.29,362.62,1,40.77,-1.214,3.069,0,No Defect,34.13
2024-02-29 13:00:00,6.89,3.6,Night,B,66.1,5.45,54.89,57.64,48.85,66.87,53.35,328.92,4,39.95,-0.092,0.807,0,No Defect,81.95
2024-02-29 14:00:00,9.23,3.11,Day,A,56.74,4.61,53.02,59.65,58.23,65.9,86.97,285.96,7,44.81,-0.403,-4.218,0,No Defect,120.83
2024-02-29 15:00:00,11.26,0.0,Night,B,80.41,6.62,47.03,71.61,59.58,68.71,54.4,398.67,0,44.46,0.466,-0.649,0,No Defect,60.56
2024-02-29 16:00:00,11.44,0.56,Day,C,55.41,8.17,54.45,60.07,46.99,64.19,46.37,340.47,3,45.07,-1.13,-3.549,1,Minor,65.84
2024-02-29 17:00:00,5.67,0.98,Night,A,102.0,7.42,47.34,79.09,52.79,79.12,68.92,452.02,8,46.78,0.788,-4.724,0,No Defect,98.53
2024-02-29 18:00:00,7.33,5.41,Day,B,71.71,6.6,55.66,60.08,49.38,68.72,29.95,342.18,4,43.69,-0.176,4.922,0,No Defect,65.8
2024-02-29 19:00:00,9.13,4.02,Day,A,51.65,7.85,64.21,47.82,44.69,63.97,57.83,289.63,4,43.8,0.077,0.424,0,No Defect,79.3
2024-02-29 20:00:00,7.01,0.96,Night,A,62.29,6.52,57.65,50.92,50.09,68.96,36.82,334.02,4,54.31,0.553,3.124,0,No Defect,64.88
2024-02-29 21:00:00,14.43,4.16,Day,A,65.83,5.36,50.36,,64.97,74.74,22.27,373.89,9,58.96,-0.818,-0.497,0,No Defect,127.0
2024-02-29 22:00:00,9.96,6.52,Day,A,106.19,6.58,40.47,88.35,63.34,86.79,53.24,485.16,4,51.0,1.304,1.352,0,No Defect,96.25
2024-02-29 23:00:00,10.94,6.58,Day,A,56.73,5.56,59.38,61.43,51.23,69.87,67.52,322.23,6,46.42,2.115,4.904,0,No Defect,97.87
2024-03-01 00:00:00,10.65,0.0,Night,C,68.26,6.25,58.21,62.2,58.04,74.85,58.21,355.41,6,56.55,1.084,1.546,0,No Defect,109.44
2024-03-01 01:00:00,12.69,4.62,Day,B,61.93,8.2,52.17,59.73,49.34,69.55,56.41,328.28,5,35.69,1.871,-3.373,0,No Defect,85.83
2024-03-01 02:00:00,8.72,0.85,Night,B,77.49,7.85,50.31,,57.24,74.92,16.02,359.34,2,57.45,0.061,2.866,0,No Defect,65.47
2024-03-01 03:00:00,2.81,7.71,Day,A,62.17,10.0,64.51,49.85,28.32,68.03,52.68,309.57,3,20.9,0.55,4.293,0,No Defect,20.33
2024-03-01 04:00:00,9.6,7.35,Day,B,52.91,5.26,54.73,52.12,45.79,67.81,,289.99,4,48.31,-0.57,-1.777,0,No Defect,88.78
2024-03-01 05:00:00,5.39,2.31,Day,A,67.07,9.76,55.91,51.8,47.63,63.72,64.32,334.22,4,42.18,0.614,-2.764,0,No Defect,44.87
2024-03-01 06:00:00,5.89,2.7,Day,A,65.51,8.9,62.75,48.93,44.99,67.96,39.13,296.03,1,35.78,1.194,-2.352,0,No Defect,16.52
2024-03-01 07:00:00,10.35,3.62,Day,A,61.12,4.13,48.27,65.48,59.07,62.93,67.44,339.03,3,55.97,-1.27,-3.33,0,No Defect,78.14
2024-03-01 08:00:00,12.95,0.0,Day,A,61.92,6.28,56.97,59.34,52.04,61.69,47.36,295.81,5,43.39,-0.721,-2.884,0,No Defect,90.49
2024-03-01 09:00:00,8.09,6.01,Day,A,87.77,6.4,46.39,73.84,67.06,77.71,50.51,414.2,3,48.64,0.226,1.885,0,No Defect,90.0
2024-03-01 10:00:00,9.24,4.18,Night,B,65.2,4.45,67.64,56.92,50.99,69.25,62.92,348.87,2,44.51,1.533,-1.317,0,No Defect,61.39
2024-03-01 11:00:00,14.81,7.91,Day,C,52.99,5.01,45.78,67.53,68.15,67.83,37.16,326.93,8,69.59,0.19,3.862,0,No Defect,133.8
2024-03-01 12:00:00,8.96,1.7,Day,A,63.07,7.67,55.73,61.55,56.1,63.04,67.36,318.09,5,46.56,-1.425,-1.414,0,No Defect,85.7
2024-03-01 13:00:00,18.41,3.14,Day,A,70.82,3.79,35.85,79.07,70.2,78.39,34.68,381.27,7,54.58,-0.638,4.183,1,Minor,129.46
2024-03-01 14:00:00,10.26,0.48,Day,A,49.96,6.24,53.16,57.03,49.41,62.04,64.83,303.89,2,39.13,-0.862,-3.668,0,No Defect,80.6
2024-03-01 15:00:00,1.0,1.99,Day,C,94.39,9.15,60.78,63.04,36.57,77.59,51.47,437.21,1,29.97,0.196,-4.662,1,Minor,12.38
2024-03-01 16:00:00,11.01,1.45,Day,C,83.01,9.85,38.9,73.39,60.28,74.24,52.69,401.08,3,61.8,-0.182,2.83,0,No Defect,76.06
2024-03-01 17:00:00,9.52,7.99,Night,B,91.45,4.89,40.32,81.42,57.91,77.03,10.0,441.73,4,43.36,-1.268,2.677,1,Minor,90.71
2024-03-01 18:00:00,13.16,2.91,Day,C,75.88,6.7,46.63,71.59,,77.78,46.14,369.05,7,58.18,-0.045,1.981,0,No Defect,105.21
2024-03-01 19:00:00,10.69,5.37,Day,A,38.59,6.28,64.18,48.81,49.42,60.07,51.85,242.27,4,37.86,0.121,-0.786,0,No Defect,79.41
2024-03-01 20:00:00,7.45,3.86,Day,C,93.03,6.11,39.31,70.31,62.62,81.11,78.23,429.91,6,58.66,-0.231,-3.003,1,Minor,95.44
2024-03-01 21:00:00,3.1,1.19,Day,A,57.05,8.84,68.29,48.42,38.61,65.94,54.46,313.89,2,40.06,1.279,-2.697,0,No Defect,35.16
2024-03-01 22:00:00,7.16,4.5,Day,A,58.27,5.4,59.51,,44.02,60.57,45.21,299.13,3,41.69,-0.032,3.011,0,No Defect,74.37
2024-03-01 23:00:00,4.6,6.8,Day,B,72.34,7.5,53.19,57.87,40.98,71.81,67.5,332.12,5,37.73,1.125,4.411,0,No Defect,75.0
2024-03-02 00:00:00,5.68,1.38,Day,A,90.67,7.94,45.8,67.81,53.64,74.18,47.42,409.9,2,42.42,1.685,4.513,1,Minor,56.82
2024-03-02 01:00:00,10.35,7.43,Day,B,85.8,4.05,34.27,76.97,,74.44,70.48,407.52,7,56.96,-0.361,-1.255,0,No Defect,116.41
2024-03-02 02:00:00,14.68,2.45,Night,A,83.59,5.62,47.31,70.38,60.82,74.34,58.92,396.95,3,54.97,-0.087,1.521,0,No Defect,85.0
2024-03-02 03:00:00,9.58,3.55,Day,B,65.32,5.2,57.85,64.16,,76.08,41.51,353.58,7,66.5,0.152,-1.922,0,No Defect,124.71
2024-03-02 04:00:00,3.22,6.59,Day,A,65.09,6.7,55.95,54.01,33.16,59.76,69.07,342.96,1,23.69,1.858,3.531,0,No Defect,18.99
2024-03-02 05:00:00,9.78,3.01,Day,A,75.19,4.96,53.01,65.45,69.25,79.01,64.02,366.63,3,58.56,-0.942,0.926,0,No Defect,89.39
2024-03-02 06:00:00,12.79,5.11,Day,C,68.05,8.79,44.13,63.74,60.87,73.95,68.44,331.68,6,56.05,-1.388,3.609,0,No Defect,103.82
2024-03-02 07:00:00,5.56,4.06,Day,C,83.34,5.09,57.06,66.64,46.59,74.62,52.27,377.43,1,48.31,0.557,2.461,0,No Defect,32.78
2024-03-02 08:00:00,7.46,5.39,Day,C,82.45,8.04,47.47,66.66,39.3,73.58,64.02,377.17,0,32.0,0.825,-2.538,0,No Defect,24.55
2024-03-02 09:00:00,8.06,0.0,Night,B,78.87,6.05,48.49,73.26,60.79,74.66,83.81,383.29,5,65.81,-0.936,-4.692,0,No Defect,95.51
2024-03-02 10:00:00,4.86,0.0,Day,B,32.11,7.77,70.03,39.72,25.42,57.45,57.57,220.22,1,20.0,-0.833,4.832,0,No Defect,15.71
2024-03-02 11:00:00,10.59,6.85,Day,B,71.92,7.2,45.65,74.8,63.22,72.51,49.02,365.89,8,51.26,-0.737,-0.454,0,No Defect,133.5
2024-03-02 12:00:00,7.52,8.11,Day,A,68.37,8.2,61.79,59.88,57.4,65.49,78.16,343.89,1,49.84,0.92,-2.254,0,No Defect,39.84
2024-03-02 13:00:00,9.68,2.27,Day,A,72.52,5.59,54.59,69.91,52.77,72.0,65.01,355.55,2,43.25,1.989,3.117,0,No Defect,79.41
2024-03-02 14:00:00,4.45,4.27,Day,A,58.69,6.41,63.33,52.77,43.6,69.53,48.24,314.86,4,39.99,2.214,-3.287,0,No Defect,78.14
2024-03-02 15:00:00,6.25,5.88,Day,C,50.13,8.75,68.2,46.2,34.17,63.84,81.03,308.18,2,34.88,0.126,0.07,0,No Defect,45.47
2024-03-02 16:00:00,10.89,7.08,Day,A,76.95,7.02,38.6,73.79,67.25,83.79,36.95,378.42,3,64.3,-1.94,-0.808,0,No Defect,95.31
2024-03-02 17:00:00,6.51,0.0,Day,C,64.66,7.29,51.47,,44.79,67.34,62.94,318.26,2,44.2,-1.019,-3.734,0,No Defect,41.94
2024-03-02 18:00:00,14.91,2.34,Day,B,78.62,5.45,42.49,85.92,75.89,78.12,72.2,404.26,4,66.48,-0.216,1.752,1,Moderate,98.06
2024-03-02 19:00:00,6.4,4.0,Night,B,59.94,7.09,63.1,53.48,49.33,66.91,71.08,302.08,3,44.85,0.143,3.831,0,No Defect,62.17
2024-03-02 20:00:00,8.9,7.11,Day,A,91.24,5.64,46.12,75.31,62.85,76.84,41.5,416.26,5,48.84,0.713,4.288,0,No Defect,89.35
2024-03-02 21:00:00,11.73,12.5,Day,A,85.02,5.9,33.24,80.58,63.25,76.26,36.39,399.06,2,51.74,0.95,0.561,0,No Defect,74.99
2024-03-02 22:00:00,2.33,4.32,Night,C,74.45,9.96,55.14,53.16,42.73,66.73,58.44,333.88,1,43.36,1.138,-4.852,0,No Defect,13.35
2024-03-02 23:00:00,1.0,0.78,Night,A,66.8,10.0,67.2,54.75,24.49,55.76,65.57,319.52,1,21.02,-1.48,-1.135,0,No Defect,0.0
2024-03-03 00:00:00,1.9,6.21,Night,A,82.79,10.0,70.31,52.85,34.22,69.36,38.83,360.47,1,30.53,-1.477,0.496,0,No Defect,22.64
2024-03-03 01:00:00,13.05,8.96,Day,A,75.89,4.29,49.95,67.32,60.03,74.87,59.53,354.87,2,55.87,0.137,4.683,0,No Defect,75.93
2024-03-03 02:00:00,5.79,5.32,Night,A,73.58,10.0,63.45,58.53,35.26,71.65,33.14,373.37,1,21.03,-0.262,-0.559,0,No Defect,24.93
2024-03-03 03:00:00,18.23,2.28,Day,A,85.64,3.1,34.37,81.71,75.83,78.56,70.91,418.63,9,69.77,-1.051,-1.478,1,Critical,158.01
2024-03-03 04:00:00,5.74,7.87,Day,B,91.4,7.81,51.06,76.5,52.88,75.74,46.43,434.43,4,45.31,-0.828,4.229,0,No Defect,64.91
2024-03-03 05:00:00,8.74,6.99,Day,A,51.21,4.96,53.8,54.16,51.08,69.7,52.54,272.65,3,49.93,0.722,-0.585,0,No Defect,50.47
2024-03-03 06:00:00,14.17,1.92,Night,B,54.24,4.75,54.52,49.9,,63.43,67.96,291.08,6,55.63,0.223,4.561,0,No Defect,106.14
2024-03-03 07:00:00,16.02,6.14,Day,A,58.3,5.19,45.19,69.96,77.57,72.35,66.57,335.98,7,64.96,1.05,-1.821,1,Minor,145.51
2024-03-03 08:00:00,16.25,7.99,Day,C,47.46,5.46,52.48,64.95,69.28,71.93,62.11,321.39,5,61.07,0.187,2.456,0,No Defect,104.36
2024-03-03 09:00:00,12.83,8.55,Day,B,69.06,7.85,46.73,68.11,59.44,69.77,70.44,343.09,3,47.36,-1.357,3.434,0,No Defect,78.33
2024-03-03 10:00:00,12.1,4.8,Day,A,79.0,6.55,45.6,68.24,,70.87,61.14,360.1,4,66.41,-0.702,3.87,0,No Defect,94.13
2024-03-03 11:00:00,10.37,3.93,Night,A,69.68,,49.62,65.98,,78.5,76.71,356.23,8,50.3,-0.631,-2.03,0,No Defect,121.31
2024-03-03 12:00:00,11.11,8.68,Day,A,61.99,5.44,52.76,61.11,48.77,71.55,29.34,318.2,9,49.35,0.286,4.84,0,No Defect,107.79
2024-03-03 13:00:00,5.8,1.37,Day,B,86.9,6.98,55.89,63.18,51.83,79.76,54.11,418.65,2,51.04,-1.122,2.427,0,No Defect,53.02
2024-03-03 14:00:00,4.73,6.32,Night,B,72.11,9.8,51.34,56.03,46.28,70.53,,355.64,1,37.81,0.773,-3.486,0,No Defect,24.14
2024-03-03 15:00:00,7.99,0.89,Day,C,75.14,8.63,44.25,67.96,48.2,74.75,51.72,365.13,2,44.22,-1.855,2.595,0,No Defect,66.56
2024-03-03 16:00:00,7.32,8.2,Day,A,87.31,5.82,50.59,74.04,65.92,69.42,62.46,402.89,4,61.14,-1.955,3.339,0,No Defect,107.03
2024-03-03 17:00:00,6.19,4.23,Night,A,68.15,8.92,64.07,58.92,,68.15,58.21,339.18,2,46.02,0.002,-3.178,0,No Defect,55.39
2024-03-03 18:00:00,10.79,8.81,Night,A,100.9,7.2,46.97,74.69,63.89,86.84,67.37,414.52,4,60.98,-0.789,-3.3,0,No Defect,96.33
2024-03-03 19:00:00,11.82,6.47,Night,A,63.28,4.19,44.0,69.13,60.32,65.47,37.24,341.79,2,52.01,-0.407,-3.691,0,No Defect,77.74
2024-03-03 20:00:00,8.35,1.33,Day,B,99.97,7.89,40.47,,66.09,81.88,89.38,442.2,4,62.58,1.181,-0.041,0,No Defect,81.52
2024-03-03 21:00:00,13.91,9.27,Day,A,55.38,3.56,42.36,71.6,60.73,70.04,49.14,333.86,3,56.39,-1.435,2.166,0,No Defect,91.08
2024-03-03 22:00:00,3.43,9.65,Day,B,77.76,5.15,54.88,,39.17,68.03,59.3,348.85,2,30.82,1.08,-1.21,0,No Defect,47.01
2024-03-03 23:00:00,7.23,7.65,Day,B,60.36,7.23,63.65,54.69,41.63,66.46,51.91,326.78,3,34.41,0.28,-4.419,0,No Defect,48.12
2024-03-04 00:00:00,5.13,2.72,Day,C,86.79,8.59,51.86,69.52,41.44,75.87,56.22,408.55,2,40.36,-0.569,-1.403,0,No Defect,27.72
2024-03-04 01:00:00,1.0,4.08,Day,A,62.83,9.48,64.64,46.2,32.58,66.57,46.98,314.9,0,28.89,-0.465,2.019,0,No Defect,0.0
2024-03-04 02:00:00,7.67,5.44,Night,C,74.36,10.0,55.19,66.08,51.55,71.02,58.09,384.0,4,45.94,0.542,-4.023,0,No Defect,58.3
2024-03-04 03:00:00,7.51,2.89,Day,C,60.24,7.94,53.67,57.61,50.8,64.92,63.7,291.47,3,42.27,0.537,0.566,0,No Defect,48.48
2024-03-04 04:00:00,14.05,10.08,Day,C,84.06,5.3,47.46,74.44,67.41,80.28,18.97,406.13,5,65.94,-0.675,1.038,0,No Defect,127.85
2024-03-04 05:00:00,10.52,5.43,Day,B,60.16,6.96,53.19,58.36,58.17,71.04,50.07,319.77,6,59.0,0.428,1.51,1,Minor,108.53
2024-03-04 06:00:00,3.9,0.0,Day,C,95.25,7.97,48.8,75.34,49.5,79.64,49.5,427.43,2,41.52,-0.219,-1.541,0,No Defect,49.77
2024-03-04 07:00:00,15.42,6.02,Night,B,55.06,6.0,50.54,61.66,62.02,69.38,89.82,296.91,8,59.9,0.857,4.274,0,No Defect,128.34
2024-03-04 08:00:00,12.88,3.96,Day,A,49.82,6.03,57.93,53.72,52.64,66.83,67.9,267.71,4,50.57,-0.966,4.95,0,No Defect,86.34
2024-03-04 09:00:00,10.33,4.78,Day,B,84.27,6.86,52.99,73.45,50.6,78.91,77.5,412.2,3,42.94,-0.394,3.369,0,No Defect,80.01
2024-03-04 10:00:00,7.09,3.89,Day,B,61.13,6.58,56.92,56.67,52.32,70.04,63.37,332.64,3,44.39,-2.26,-3.908,0,No Defect,73.13
2024-03-04 11:00:00,4.16,7.42,Day,C,69.89,6.2,64.72,50.02,43.42,70.04,56.24,361.73,3,42.58,0.638,-2.321,0,No Defect,65.41
2024-03-04 12:00:00,6.51,8.36,Day,B,65.17,6.97,57.93,55.58,59.27,69.3,60.46,359.05,5,44.73,0.449,-2.988,0,No Defect,86.77
2024-03-04 13:00:00,12.35,5.85,Night,A,50.31,6.1,50.8,56.5,54.55,71.55,71.84,270.35,3,38.45,-0.88,-4.471,0,No Defect,91.9
2024-03-04 14:00:00,15.54,3.98,Day,B,68.85,3.89,38.71,72.38,,69.78,,356.65,5,67.57,1.194,3.962,1,Moderate,109.84
2024-03-04 15:00:00,14.17,4.88,Day,C,88.97,5.48,32.11,94.12,70.23,79.93,59.53,439.14,5,63.45,-1.18,-3.117,1,Moderate,95.2
2024-03-04 16:00:00,6.04,5.06,Day,A,85.05,7.54,47.46,67.45,54.13,74.3,45.66,407.99,2,50.88,0.512,-1.238,0,No Defect,49.5
2024-03-04 17:00:00,3.52,2.59,Night,A,73.48,9.41,64.58,52.62,39.71,62.68,68.87,368.24,3,48.04,1.206,-1.25,0,No Defect,32.32
2024-03-04 18:00:00,8.56,6.74,Night,B,86.68,5.54,50.35,79.78,,81.26,42.2,397.01,3,63.4,-0.055,2.772,0,No Defect,84.16
2024-03-04 19:00:00,1.0,6.38,Day,A,54.11,,63.36,48.26,24.39,60.3,60.86,285.07,1,24.13,-0.183,-0.52,0,No Defect,9.38
2024-03-04 20:00:00,9.29,9.62,Day,A,65.12,5.79,44.54,67.22,59.87,71.64,65.22,364.02,5,52.84,0.393,-1.289,0,No Defect,84.18
2024-03-04 21:00:00,7.41,8.77,Night,A,75.94,5.1,46.75,63.04,48.68,71.8,53.38,340.4,6,41.62,0.432,-2.348,0,No Defect,102.68
2024-03-04 22:00:00,6.14,2.94,Night,C,68.04,7.6,53.1,64.47,54.68,74.36,41.43,331.33,0,43.37,0.483,0.27,0,No Defect,36.3
2024-03-04 23:00:00,1.62,7.46,Night,A,66.3,10.0,62.85,54.33,35.77,70.57,48.18,337.51,1,35.14,-0.927,-3.857,0,No Defect,32.84
2024-03-05 00:00:00,10.05,2.15,Night,A,51.99,4.29,62.59,55.4,45.02,60.2,50.25,327.27,3,41.12,-0.615,1.171,0,No Defect,67.62
2024-03-05 01:00:00,5.87,7.09,Day,B,38.78,8.12,64.88,36.41,32.42,65.18,39.2,215.48,1,24.45,0.724,3.233,0,No Defect,39.54
2024-03-05 02:00:00,3.32,3.45,Day,C,82.27,10.0,64.63,59.77,29.12,69.54,49.21,378.29,2,31.08,0.509,4.275,0,No Defect,8.32
2024-03-05 03:00:00,1.0,1.93,Night,C,73.65,10.0,54.32,62.68,30.32,70.51,33.22,367.65,1,24.75,0.237,1.313,0,No Defect,9.46
2024-03-05 04:00:00,7.89,5.84,Night,A,83.53,6.5,47.19,71.14,49.71,75.72,63.87,416.24,1,45.3,-0.649,3.22,0,No Defect,50.45
2024-03-05 05:00:00,15.09,0.0,Day,C,63.44,3.77,49.09,67.88,65.25,72.51,60.0,346.76,3,61.59,-2.008,-2.736,0,No Defect,82.87
2024-03-05 06:00:00,14.65,0.0,Day,A,59.31,3.12,51.51,,65.6,73.14,58.99,299.21,5,60.28,-0.988,0.142,0,No Defect,113.48
2024-03-05 07:00:00,6.17,4.47,Night,B,70.1,9.55,54.53,59.68,45.09,75.32,49.21,327.57,4,39.74,-0.166,-2.161,0,No Defect,66.88
2024-03-05 08:00:00,5.59,5.25,Day,B,82.81,6.74,57.64,61.37,46.6,77.27,51.22,401.25,1,35.33,1.013,4.998,0,No Defect,39.45
2024-03-05 09:00:00,9.88,3.89,Night,A,66.53,5.99,55.96,62.63,54.78,69.94,42.57,348.08,4,50.56,-1.05,-1.242,0,No Defect,101.03
2024-03-05 10:00:00,4.01,0.26,Day,B,82.03,5.82,51.87,69.52,49.56,74.18,62.58,371.61,4,49.63,-0.046,-2.769,0,No Defect,58.63
2024-03-05 11:00:00,9.21,2.55,Day,A,54.91,8.1,58.55,61.44,45.37,63.29,34.63,318.39,1,35.2,-0.558,2.721,0,No Defect,52.24
2024-03-05 12:00:00,11.06,6.17,Day,C,67.58,7.86,53.27,62.35,55.95,74.32,56.26,348.38,6,43.77,0.952,-0.407,0,No Defect,96.82
2024-03-05 13:00:00,12.91,6.75,Day,A,68.95,6.75,43.45,75.76,73.56,77.76,45.49,325.86,6,73.66,0.904,-3.73,0,No Defect,108.06
2024-03-05 14:00:00,7.6,4.95,Day,B,88.4,4.93,56.13,72.91,55.85,76.32,81.36,376.99,3,45.39,0.12,2.884,0,No Defect,78.95
2024-03-05 15:00:00,7.19,8.47,Day,A,73.11,8.4,49.46,66.69,52.88,77.82,62.9,367.48,3,44.87,0.827,-0.177,0,No Defect,61.95
2024-03-05 16:00:00,4.49,6.19,Night,A,96.19,5.92,50.32,72.82,52.35,83.62,54.99,458.39,3,45.66,0.646,2.891,0,No Defect,66.54
2024-03-05 17:00:00,4.69,2.76,Night,C,49.78,8.44,59.29,44.49,39.09,70.05,,281.81,3,39.36,-0.698,2.512,1,Minor,47.57
2024-03-05 18:00:00,7.09,4.16,Day,B,71.95,7.82,54.69,60.59,49.02,68.23,34.55,315.84,2,37.06,1.363,0.702,0,No Defect,58.98
2024-03-05 19:00:00,9.47,0.79,Day,C,72.69,7.15,45.02,71.15,61.84,73.77,62.44,342.92,3,54.29,0.025,2.2,0,No Defect,88.59
2024-03-05 20:00:00,11.65,4.68,Day,A,79.3,6.72,43.29,69.02,63.32,75.67,81.98,390.46,4,51.25,-0.839,3.563,1,Minor,79.69
2024-03-05 21:00:00,4.79,8.34,Day,A,57.8,8.31,54.66,48.93,40.55,75.86,61.13,314.23,3,46.84,-0.58,-0.512,0,No Defect,38.03
2024-03-05 22:00:00,13.97,7.06,Day,B,95.27,2.17,39.7,,78.81,84.38,57.63,438.38,6,67.93,0.016,4.561,1,Critical,129.73
2024-03-05 23:00:00,6.92,9.21,Day,A,70.19,8.38,56.84,57.52,40.31,74.18,57.85,337.25,2,31.41,1.825,-3.181,0,No Defect,32.32
2024-03-06 00:00:00,7.91,4.09,Day,A,53.69,7.38,64.77,55.76,41.11,68.47,56.55,313.06,7,33.44,-0.677,4.695,0,No Defect,74.18
2024-03-06 01:00:00,5.01,9.04,Day,B,69.76,6.89,56.33,55.31,40.08,68.61,58.05,357.34,1,35.16,-0.202,-2.667,0,No Defect,34.53
2024-03-06 02:00:00,1.0,4.42,Day,A,65.3,7.3,71.31,48.74,38.82,67.58,44.72,332.15,2,35.71,0.369,0.07,0,No Defect,26.66
2024-03-06 03:00:00,11.54,9.41,Night,A,111.75,8.27,33.78,92.0,70.11,89.64,40.4,475.46,4,66.67,-1.359,-0.301,1,Critical,99.16
2024-03-06 04:00:00,10.95,4.93,Day,A,85.75,8.02,44.13,73.76,62.52,83.26,56.64,416.38,3,52.3,-0.563,-4.397,0,No Defect,89.59
2024-03-06 05:00:00,6.87,7.12,Night,B,70.74,8.65,65.5,57.75,35.36,67.61,77.4,340.87,2,28.03,0.865,-3.09,0,No Defect,37.25
2024-03-06 06:00:00,8.27,9.43,Night,B,68.32,6.09,51.26,60.13,51.65,68.79,66.66,333.94,5,36.15,-0.604,3.299,0,No Defect,94.4
2024-03-06 07:00:00,10.06,4.42,Night,A,84.27,2.7,51.55,72.03,62.67,81.54,36.5,387.5,1,51.0,1.034,-2.24,0,No Defect,75.33
2024-03-06 08:00:00,1.75,5.66,Night,B,84.98,10.0,60.03,56.49,21.03,65.11,51.17,380.56,1,20.0,-1.662,-4.936,0,No Defect,14.38
2024-03-06 09:00:00,5.88,8.87,Day,A,26.33,8.49,69.1,35.74,33.97,55.7,65.93,217.26,5,38.29,0.574,3.245,0,No Defect,74.04
